ticker,current_price,market_cap,enterprise_value,ev_ebitda,pe_ratio,price_to_book,total_debt,debt_to_equity,free_cashflow,current_ratio,revenue_growth,profit_margins,roe,beta,news_text,imputed_count,net_debt,earnings_quality,value_score,health_score,growth_score
JMFINANCIL.NS,142.82,136583897088.0,200540356608.0,14.556000000000001,12.042159,1.3284346,113599700992.0,104.102,2517028864.0,14.521,0.248,0.34789002,0.10489999500000001,0.198,"JM Financial Limited (NSE:JMFINANCIL) Looks Like A Good Stock, And It's Going Ex-Dividend Soon. JM Financial Q1 profit zooms 166% YoY to Rs 454 crore; shares react. Institutional investors control 32% of JM Financial Limited (NSE:JMFINANCIL) and were rewarded last week after stock increased 3.9%",0,111082672128.0,0.575,0.8727659574468085,0.35489361702127664,0.7268085106382979
J&KBANK.NS,102.26,112606920704.0,63067852800.0,14.556000000000001,5.387777,0.7546695999999999,23823099904.0,279.083,2517028864.0,7.799,-0.059000000000000004,0.29986998,0.148,0.321,"BTS star J-Hope dreams of band life after 60; reveals band's focus on 2026 comeback. Book Review: ‘The Sea Captain’s Wife,’ by Tilar J. Mazzeo. J.Jill stock price target lowered to $18 at Jefferies on Q4 outlook",0,21306071040.0,0.6950000000000001,0.9261702127659575,0.3031914893617021,0.4825531914893617
JIOFIN.NS,298.45,1896095285248.0,1934710407168.0,14.556000000000001,117.96443,1.3995705,105062096896.0,7.797,2517028864.0,17.746,0.20700000000000002,0.7207500000000001,0.01199,0.9580000000000001,"Stocks to watch, Oct 17: RIL, Infosys, Jio Fin, Wipro, Havells, Canara HSBC. Q2 results 2025: Infosys, Wipro, Nestle India, Jio Fin, Eternal among companies to declare earnings today. Stock Market Highlights: Sensex settles 247 pts lower, Nifty below 25,100; JioFin, TechM drop 2% each",0,102545068032.0,0.513,0.5206382978723404,0.5638297872340425,0.6940425531914894
KFINTECH.NS,1074.0,185158680576.0,170885234688.0,35.434,53.673164,12.637672,473950016.0,3.239,2517028864.0,4.408,0.1,0.29426,0.25816,-0.434,"KFintech acquires 51% stake in Singapore's Ascent Fund Services for $35M. Jefferies sets INR 1,460 target for KFintech, highlights International expansion and strategic.... Up 200% over IPO price! Multibagger stock KFin Technologies jumps over 8% on THIS acquisition update",0,-2043078848.0,0.847,0.2121276595744681,0.5770212765957446,0.6970212765957448
KOTAKBANK.NS,2180.2,4335879323648.0,4422406504448.0,14.556000000000001,23.32014,2.5800723999999997,827000291328.0,279.083,2517028864.0,7.799,-0.124,0.25536000000000003,0.1178,0.189,"Market Highlights: Sensex settles 427 pts higher, Nifty above 25,850; Eternal, Kotak Bank rise 2% each. Biggest Stock Gainers Today in India (11 December 2025): Ola Electric, Adani Enterprises, Kotak Bank Shine After Fed Rate Cut. Stocks to watch: Kotak Mahindra Bank, Tata Motors PV, Oil India among 10 shares in focus today",0,824483262464.0,0.562,0.7582978723404256,0.3031914893617021,0.39872340425531916
LICHSGFIN.NS,533.4,293403590656.0,2898194595840.0,14.556000000000001,5.313808,0.7617356,2616472895488.0,679.251,2517028864.0,26.733,0.018000000000000002,0.65239996,0.1531,0.28700000000000003,"LIC Housing Finance - Positive Breakout: These 6 stocks close cross above their 200 DMA. Mazagon Dock, LIC Housing, Coal India: 3 stocks that may rally up 16% in a month. Q1 results: ITC, Adani Power, LIC Housing Finance, Tata Power, MCX, Godrej Properties, others to post earnings on August 1; check list",0,2613955866624.0,0.77,0.9263829787234042,0.28829787234042553,0.5940425531914895
M&MFIN.NS,340.3,472810127360.0,1493278916608.0,14.556000000000001,17.957783,1.8922479,1079295868928.0,435.079,2517028864.0,9.096,0.241,0.2854,0.109919995,0.259,"Trump launches $1m 'gold card' immigration visas. Fighting toxic air: World Bank clears $600m in funds; boost for UP, Haryana initiatives. IPL Matches At M Chinnaswamy Stadium? Final Decision To Be Taken Today",0,1076778840064.0,0.5579999999999999,0.8242553191489361,0.29212765957446807,0.7012765957446808
MUTHOOTFIN.NS,3734.2,1499877736448.0,2652004417536.0,14.556000000000001,20.42779,4.5676055,1227048091648.0,367.438,2517028864.0,125.102,0.635,0.49355000000000004,0.23806000000000002,0.648,"Muthoot Finance shares skyrocket more than 10.5%, hitting all-time high on robust Q2 numbers; analysts give a thumbs up. Gold-linked stocks: Manappuram Fin hits all time high, Muthoot Fin gains. Muthoot Finance Share Price: Stock hits fresh 52-week high as Q1 profit rises 65% - Details",0,1224531062784.0,0.883,0.7229787234042553,0.3070212765957447,0.9268085106382979
RBLBANK.NS,311.2,192003358720.0,228382408704.0,14.556000000000001,35.045048,1.1794938,152253202432.0,279.083,2517028864.0,7.799,0.032,0.07364999500000001,0.03422,0.708,Emirates NBD infusion to lift RBL Bank's growth prospects: Motilal Oswal. RBL Bank grants 45.40 lakh stock options under ESOP. RBL Bank - 13 stocks held by over 100 mutual funds in October surged up to 100%; Do you own any?,0,149736173568.0,0.187,0.7274468085106383,0.3031914893617021,0.22425531914893618
SKFINDUS.NS,2664.1,131707682816.0,138130795724.8,14.556000000000001,18.17927,1.9800220499999999,13738889164.8,279.083,2517028864.0,7.799,0.0625,0.0,0.14135999500000002,,Market volatility observed. Sector performance mixed.,0,11221860300.8,0.247,0.8155319148936171,0.3031914893617021,0.23574468085106381
SKFINDIA.NS,1805.8,89275080704.0,81642086400.0,10.736,16.657135,3.2473514,33500000.0,0.122,-132237504.0,2.566,0.052000000000000005,0.10599000000000001,0.21259001,0.132,SKF India Technical Momentum Shifts Amid Mixed Indicator Signals. Warning Signal? FIIs cut stake in 11 smallcap stocks in the last 3 quarters; prices crash up to 70%. Why did analysts downgrade SKF India to Reduce? Here's what drove the call,0,165737504.0,0.615,0.8027659574468085,0.5980851063829787,0.44978723404255316
SHRIRAMFIN.NS,847.15,1593795936256.0,3146434215936.0,14.556000000000001,16.18861,2.6294062,1691345485824.0,279.083,2517028864.0,4.117,0.113,0.52085,0.17323999,0.495,"Stocks to Watch today, Sept 29: Tata Motors, Oil India, BEML, Shriram Fin. Stock Market Highlights: Sensex settles 501 pts lower, Nifty below 25K; Shriram Fin drops 3%, BEL 2%. Shriram Finance Limited's (NSE:SHRIRAMFIN) Price Is Right But Growth Is Lacking After Shares Rocket 25%",0,1688828456960.0,0.812,0.8004255319148936,0.2757446808510638,0.7285106382978723
SUNDARMFIN.NS,4689.0,516788912128.0,1070131118080.0,14.556000000000001,26.235104,3.4157465,570429931520.0,377.039,2517028864.0,7.799,0.146,0.46823000000000004,0.14267999,0.076,"Sundaram Finance Limited's (NSE:SUNDARMFIN) Business Is Yet to Catch Up With Its Share Price. Sundaram Finance Falls 6% on Heavy Volume Spike. Sundaram Finance accepts bids for bond issue, bankers say",0,567912902656.0,0.703,0.7070212765957447,0.28617021276595744,0.711063829787234
UCOBANK.NS,29.16,365773455360.0,296833286144.0,14.556000000000001,14.15534,1.1360449,214738206720.0,279.083,2517028864.0,7.799,0.01,0.21152,0.08405000000000001,0.6960000000000001,"UCO Bank eases for fifth straight session. Stocks to buy for short term: From UCO Bank to Concord Biotech— Jigar Patel of Anand Rathi recommends 3 shares. Stocks to Watch Today, 9th June 2025: Infosys,UCO Bank And more",0,212221177856.0,0.458,0.8738297872340426,0.3031914893617021,0.40425531914893614
UNIONBANK.NS,150.53,1149086597120.0,687741075456.0,14.556000000000001,6.2151117,0.9134878,691966181376.0,279.083,2517028864.0,7.799,-0.018000000000000002,0.3541,0.15831,0.996,"Union Bank of India Hits Intraday Low Amid Price Pressure. Stocks to buy: Sagar Doshi suggests Union Bank of India, Minda Corp, Bajaj Auto shares to buy today. Yes Bank, Union Bank Share Price Jump on Bank Nifty Inclusion",0,689449152512.0,0.742,0.9195744680851063,0.3031914893617021,0.532340425531915
YESBANK.NS,21.94,688423436288.0,985629917184.0,14.556000000000001,24.377779,1.4087581999999998,626510200832.0,279.083,2517028864.0,7.799,0.064,0.1907,0.059280000000000006,0.302,"Most Active Indian Stocks Today (10 December 2025): Vodafone Idea, Yes Bank, Suzlon Lead Heavy Trade on NSE. Adani Port & Motherson Plan Auto Export Hub | LIC And Yes Bank Sign Bancassurance Partnership | Top Buzzing Stocks Today. Yes Bank, Union Bank of India to enter Nifty Bank index soon — Check likely inflows, key dates and other details",0,623993171968.0,0.41,0.8010638297872341,0.3031914893617021,0.44042553191489364
360ONE.NS,1135.8,460064587776.0,570892615680.0,22.825,41.033237,4.9138836999999995,137646702592.0,147.235,-21868011520.0,3.157,0.244,0.28559,0.16991,0.308,"Hold 360 ONE WAM in your portfolio? The stock is in news today; check why. 360 One Wam - Avenue Supermarts among 7 F&O stocks that saw a high increase in futures open interest. Top stocks to buy: Stock recommendations for the week starting October 27, 2025 - check list",0,159514714112.0,0.739,0.48425531914893616,0.2826595744680851,0.7817021276595745
3MINDIA.NS,34480.0,388419616768.0,384443187200.0,44.018,70.208305,24.119106,1033188992.0,6.416,5096061952.0,2.281,0.14,0.11665,0.33832002,-0.085,3M India Sees Shift in Market Assessment Amid Mixed Technical and Financial Signals. 3M India - Latent View Analytics and 3 other stocks showing bullish RSI upswing. 3M India share price skyrockets 19.5% as Q2 profit zooms 43% YoY; details,0,-4062872960.0,0.7090000000000001,0.09893617021276596,0.48531914893617023,0.6102127659574468
ABB.NS,5242.5,1111283335168.0,1039452209152.0,49.544,62.81452,15.440508,732200000.0,1.018,1386025792.0,1.72,0.137,0.13557000000000002,0.14603000000000002,0.537,Prefer Siemens to ABB India: What JM says post LMV biz sale; Nomura target & more. ABB India shares plunge 7% in trade; Nomura decodes stock strategy. ABB India Investment Evaluation Revised on Technical and Financial Parameters,0,-653825792.0,0.527,0.12489361702127658,0.5013829787234043,0.5446808510638299
ACC.NS,1778.9,334265319424.0,336667705344.0,9.903,10.041205,1.6758851,4854400000.0,2.435,-30405763072.0,2.018,0.28600000000000003,0.13936,0.18207,0.014,"Beaten-down stocks Part 4: How ACC presents a great buying opportunity. LIC raises stake in this Adani Group stock to over 10.50%, NBCC India to 4.5% — Check details. Stocks to buy in 2025 for long term: HPCL, ACC among 5 stocks that could give 10-30% return",0,35260163072.0,0.63,0.9159574468085108,0.5136170212765957,0.6902127659574468
ACMESOLAR.NS,226.33,137149595648.0,227119923200.0,14.004,28.433416,2.8655171,129977016320.0,271.784,-17938116608.0,1.361,0.585,0.26525000000000004,0.14244,,"Acme Solar Holdings - Negative Breakout: These 12 stocks cross below their 200 DMAs. Here's why ACME Solar Holdings share price rose 3% in trade on Nov 25. Top stocks to buy: Stock recommendations for the week starting October 6, 2025 - check list",0,147915132928.0,0.639,0.7274468085106383,0.1276595744680851,0.7902127659574469
AIAENG.NS,3638.2,339518160896.0,302225260544.0,25.55,30.140005,4.6086535,10218634240.0,13.852,5918672384.0,5.327,0.003,0.26146,0.16348000000000001,0.153,"Here's Why AIA Engineering (NSE:AIAENG) Has Caught The Eye Of Investors. Is AIA Engineering Limited's (NSE:AIAENG) Latest Stock Performance A Reflection Of Its Financial Health?. Q4 Results 23rd May Highlights: JSW Steel Q4 profit at ₹1501 cr, Ashok Leyland, BEML & AIA Engineering Q4 profit up, Devyani International Q4 loss narrows, Reliance Infrastructure, Ashoka Buildcon, Glenmark Pharma to announce Q4 results today, ITC sha",0,4299961856.0,0.71,0.5361702127659574,0.5010638297872341,0.515744680851064
APLAPOLLO.NS,1723.0,478537089024.0,475836841984.0,30.05,45.533825,10.387403,7154699776.0,15.534,7343750144.0,1.279,0.091,0.04918,0.24810000000000001,0.294,"Here's why APL Apollo Tubes stock is up in trade today; buy, sell or hold?. Stocks to buy in 2025 for long term: Siemens, APL Apollo among 5 stocks that could give 10-38% return. Top stocks to buy today: Stock market recommendations for September 30, 2025 - check list",0,-189050368.0,0.517,0.2908510638297872,0.3140425531914894,0.40510638297872337
AWL.NS,247.4,320452984832.0,313074778112.0,13.692,29.522673,3.234029,10959699968.0,11.063,1042587520.0,1.198,0.217,0.015520001,0.11505999400000001,-0.315,"Stocks to Watch Today: Groww, Capillary Technologies, AWL Agri Business, Max Financial, TCS, JSW Energy,.... LT Foods, GRM Overseas, Kaveri Seed, AWL Agri, KRBL tumble up to 8%; here's why. AWL Agri shares fall 4% as Adani Group exits company, sells remaining 7% stake via block deal. Check details",0,9917112448.0,0.1875,0.7002127659574469,0.3253191489361702,0.37000000000000005
AADHARHFC.NS,486.7,211124207616.0,367231631360.0,24.664,21.747097,3.053708,176049897472.0,255.35,1386025792.0,45.2,0.169,0.48246000000000006,0.15477000000000002,,"Does Aadhar Housing Finance (NSE:AADHARHFC) Deserve A Spot On Your Watchlist?. ICICI Securities retains 'Buy' on Aadhar Housing Finance, sees 24% upside. Aadhar Housing Finance Promoter to Sell 4.41 Crore Shares to AXDI LDII SPV 1 LTD",0,174663871680.0,0.756,0.661595744680851,0.32744680851063823,0.7523404255319149
AARTIIND.NS,357.0,129497800704.0,166915604480.0,16.797,44.625,2.2766259,39729999872.0,69.555,-2077474944.0,0.781,0.291,0.038429998,0.05215,0.418,"Aarti Industries Limited's (NSE:AARTIIND) stock price dropped 6.4% last week; retail investors would not be happy. India's Aarti Industries jumps to more than 3-month high on quarterly profit surge. Stocks to Watch, Feb 3: Divis Labs, GR Infra, Aarti Ind, VST Tillers, HFCL",0,41807474816.0,0.122,0.5925531914893617,0.11957446808510638,0.3919148936170213
AAVAS.NS,1558.2,123377508352.0,246740779008.0,24.664,20.649351,2.6355982,144126410752.0,307.971,1386025792.0,1138.982,0.17500000000000002,0.42273998,0.13823000000000002,0.362,"5 ‘Buy’ recommendations by Jefferies, with up to 44% upside potential. Aavas Financiers - Abu Dhabi Investment Portfolio: 7 stocks surge up to 70% in FY26. 2 new Q2 bets revealed. This stock with near 29% FPI holding flags Sell signal; check downside risk",0,142740384960.0,0.676,0.6867021276595745,0.3212765957446808,0.7217021276595745
ABBOTINDIA.NS,28205.0,599336550400.0,573085777920.0,32.32,39.679523,14.943236,1824499968.0,4.549,15935850496.0,2.755,0.076,0.22473,0.40068000000000004,0.032,Abbott India Limited's (NSE:ABBOTINDIA) Fundamentals Look Pretty Strong: Could The Market Be Wrong About The Stock?. Abbott India share price falls 2.04% in today's trading. Some Shareholders Feeling Restless Over Abbott India Limited's (NSE:ABBOTINDIA) P/E Ratio,0,-14111350528.0,0.866,0.27851063829787237,0.5180851063829788,0.6591489361702129
ACE.NS,924.95,110083112960.0,107076182016.0,21.415,26.321856,6.172671,1426899968.0,8.005,1536851072.0,1.267,-0.016,0.12932000000000002,0.26391000000000003,0.304,"Rs 420 cr-order from MoD lifts Action Construction Equipment share 2%. What Vijay Kedia, Ashish Kacholia, other ace investors added, removed from their portfolios in Q4. Check details. Ace investor Mukul Agrawal picks stake in a smallcap pharma stock: What investors should know | Stock Market News",0,-109951104.0,0.7010000000000001,0.5797872340425532,0.35468085106382974,0.44
ADANIENSOL.NS,999.6,1200802103296.0,1583974055936.0,17.683,53.001057,5.14097,455449903104.0,186.654,-88445198336.0,1.33,0.067,0.08803000000000001,0.10536000000000001,0.741,"Those who invested in Adani Energy Solutions (NSE:ADANIENSOL) five years ago are up 217%. Adani Energy Solutions Incorporates Step-Fourteen Subsidiary. Top stocks to buy today: Stock recommendations for May 15, 2025",0,543895101440.0,0.317,0.46340425531914897,0.13404255319148936,0.3323404255319149
ADANIENT.NS,2277.7,2714820673536.0,3601805344768.0,28.401,35.14969,5.11142,1094649315328.0,177.767,-333492060160.0,0.967,-0.06,0.08424000000000001,0.15823,0.579,"Adani Ent Share Price Live Updates: Adani Enterprises reports a significant drop in returns. Stocks to Watch today, Dec 5: IndiGo, banks, auto, ITC Hotels, Adani Ent. Adani Ent Share Price Live Updates: Adani Enterprises' 3-month performance shows a downturn",0,1428141375488.0,0.47,0.4625531914893617,0.08787234042553191,0.27872340425531916
ADANIGREEN.NS,1018.8,1678143127552.0,2553604997120.0,25.508,85.757576,8.903103999999999,881529978880.0,296.223,-250283753472.0,0.642,-0.015,0.16327000000000003,0.089779995,0.806,"TotalEnergies divests Adani Green shares worth Rs 2,778 cr. Adani Green Energy block deal: 1.7% equity stake sold for Rs 2,718 crore; TotalEnergies likely seller. Adani Green Energy shares rise 3% amid block deal; TotalEnergies likely seller",0,1131813732352.0,0.41400000000000003,0.22425531914893615,0.03382978723404255,0.34085106382978725
ADANIPORTS.NS,1504.0,3249080369152.0,3720251965440.0,18.125,27.133322,4.8443623,568506974208.0,81.556,5816937472.0,1.113,0.297,0.34416,0.18591999,0.352,"Infosys to Adani Ports - Jay Thakkar suggests three stocks to buy or sell for short-term in F&O segment. Global Brokerage Firm Recommends Buying Adani Ports Stocks, Sets Target At.... Motilal’s stocks to buy post Q2: Suzlon, Airtel, Adani Ports offer up to 28% return potential",0,562690036736.0,0.802,0.6348936170212766,0.14031914893617023,0.8412765957446808
ADANIPOWER.NS,140.58,2711042392064.0,3117849509888.0,15.023,23.008183,4.6415954,484636884992.0,81.251,-29167724544.0,1.579,0.009000000000000001,0.21688999,0.19976999,0.36,"BSE, RVNL to Adani Power: These 10 stocks are fastest wealth creators in last 5 years, shows MOSL study. Stocks in news: Groww, Infosys, Adani Power, Sammaan Capital, HAL. Morgan Stanley bullish on Adani Power; chart hints at 30% upside potential",0,513804609536.0,0.756,0.6887234042553191,0.20138297872340427,0.5319148936170214
ATGL.NS,587.05,645643501568.0,660497235968.0,59.701,102.81085,14.285889,20070699008.0,44.513,-436487488.0,0.609,0.191,0.114479996,0.14863,0.586,"Adani Total Gas Clarifies: Battery Storage News Unrelated to Company Operations. Adani Total Gas Limited (NSE:ATGL) Stocks Shoot Up 26% But Its P/S Still Looks Reasonable. Stocks To Watch, October 29: AMC stocks, HAL, L&T, Coal India, NTPC Green Energy, Adani Total Gas, Shree Cement, Adani Green",0,20507186496.0,0.508,0.058936170212765954,0.1372340425531915,0.5655319148936171
ABCAPITAL.NS,354.45,927159484416.0,2462088429568.0,24.664,28.630857,2.8807237,1571729440768.0,459.779,1386025792.0,67.394,-0.031,0.11038,0.10341,0.6000000000000001,"AB Capital, Asahi India among top stock picks for today; Check target here. AB Capital and 3 other stocks flash bullish signals, indicating possible uptrend. Top stocks in news: AB Capital, ITC, IndusTowers, Adani Energy, IOC, Mazagon, RVNL, telcos",0,1570343414976.0,0.352,0.6184042553191489,0.2987234042553191,0.2638297872340426
ABFRL.NS,75.45,91763007488.0,130858082304.0,-31.389,38.395044,1.4643092,56652398592.0,84.682,9007462400.0,1.433,-0.456,-0.07028000000000001,-0.14866000000000001,-0.4,Market volatility observed. Sector performance mixed.,0,47644936192.0,0.013999999999999999,,,
ABLBL.NS,128.83,156682141696.0,190812864512.0,30.396,38.395044,12.129743,34960297984.0,266.809,1386025792.0,0.9510000000000001,0.037,0.01835,0.14603000000000002,,"Aditya Birla Lifestyle Brands (ABLBL) - Titan, Astral among 5 stocks where foreign brokerages see up to 25% upside. Aditya Birla Lifestyle Brands share price falls 4% after listing. Do you own?. Aditya Birla Lifestyle Brands stock lists at Rs 167 on NSE vs discovered price of Rs 171",0,33574272192.0,0.28600000000000003,0.31638297872340426,0.07297872340425532,0.22553191489361704
ABREL.NS,1656.3,183094935552.0,225052950528.0,-104.394,38.395044,4.82373,54899101696.0,144.576,-24928362496.0,1.577,-0.913,-0.24980000000000002,-0.070300005,0.34800000000000003,"Tata Steel, ABREL among top stocks to buy today; check key levels here. India's Aditya Birla Real Estate rises on bullish analyst views despite posting a loss. Stocks to buy in 2025: HAL, Aditya Birla Real Estate among 5 stocks that could give 14-70% return",0,79827464192.0,0.012,,,
ABSLAMC.NS,741.2,213991129088.0,210459443200.0,15.997,22.098986,6.0029807,687500032.0,1.929,8428212736.0,1.202,-0.026000000000000002,0.47306000000000004,0.28410998,0.223,"EXCLUSIVE | Rupee likely to stabilise, and private banks, consumption, auto sector stocks to outperform: ABSL AMC CIO Mahesh Patil. CAMS, Nuvama, ABSL AMC: Why is Motilal Oswal betting on these stocks?. SIPs now a way of life: ABSL AMC’s A Balasubramanian sees flows hitting Rs 35,000 crore by FY26-end",0,-7740712704.0,0.9139999999999999,0.652127659574468,0.4093617021276596,0.6076595744680852
AEGISLOG.NS,734.55,257995390976.0,281155928064.0,24.858,35.95448,4.3375435,24387799040.0,28.45,725007104.0,3.02,0.311,0.09654000400000001,0.13468000000000002,0.622,What Aegis Logistics Limited's (NSE:AEGISLOG) 26% Share Price Gain Is Not Telling You. India's Aegis Logistics eyes best day in six months on block deals at premium. JPMorgan Picks These Two Stocks As Top Bets In India’s Booming Logistics Sector,0,23662791936.0,0.414,0.4968085106382979,0.38148936170212766,0.5804255319148937
AEGISVOPAK.NS,246.7,273341513728.0,286534959104.0,63.948,195.79366,5.726821,20043796480.0,42.268,1386025792.0,1.042,0.262,0.26878,0.14603000000000002,,"Aegis Vopak Terminals share price jumps 10% after weak stock market debut. Should you buy, sell or hold?. Aegis Vopak Terminals Share Price Jumps 10% On Listing Day | IPO Performance & Details. Aegis Vopak Terminals shares to list on Monday; should you buy, sell or hold?",0,18657770688.0,0.6599999999999999,0.1493617021276596,0.1751063829787234,0.7531914893617022
